Time,Th_ENB1,Delay_ENB1,Loss_ENB1,UE_ENB1,RSRP_ENB1,SINR_ENB1,Load_ENB1,Handover_ENB1,Th_ENB2,Delay_ENB2,Loss_ENB2,UE_ENB2,RSRP_ENB2,SINR_ENB2,Load_ENB2,Handover_ENB2,Th_ENB3,Delay_ENB3,Loss_ENB3,UE_ENB3,RSRP_ENB3,SINR_ENB3,Load_ENB3,Handover_ENB3,Th_ENB4,Delay_ENB4,Loss_ENB4,UE_ENB4,RSRP_ENB4,SINR_ENB4,Load_ENB4,Handover_ENB4,Th_ENB5,Delay_ENB5,Loss_ENB5,UE_ENB5,RSRP_ENB5,SINR_ENB5,Load_ENB5,Handover_ENB5,Th_ENB6,Delay_ENB6,Loss_ENB6,UE_ENB6,RSRP_ENB6,SINR_ENB6,Load_ENB6,Handover_ENB6
101,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.72678,222.576,52.3317,6,-56.3981,43.6019,0.12,0,5.84912,650.345,85.8068,74,-55.3227,44.6773,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.70995,220.476,52.2723,6,-56.4497,43.5503,0.12,0,5.80704,649.665,85.855,74,-55.3767,44.6233,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.60896,219.111,52.2337,6,-56.5021,43.4979,0.12,0,5.72288,649.058,85.9036,74,-55.5191,44.4809,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.61738,217.871,52.1942,6,-56.558,43.442,0.12,0,5.77338,648.537,85.9504,74,-55.6153,44.3847,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.60896,216.854,52.1571,6,-56.6199,43.3801,0.12,0,5.87437,647.997,85.9948,74,-55.6836,44.3164,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.81936,215.863,52.081,6,-56.6899,43.3101,0.12,0,5.91645,647.453,86.0377,74,-55.7337,44.2663,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
107,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5753,215.466,52.0519,6,-56.7697,43.2303,0.12,0,5.89962,646.959,86.0801,74,-55.7696,44.2304,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
108,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.49114,215.248,52.0389,6,-56.8606,43.1394,0.12,0,5.85754,646.475,86.1223,74,-55.7928,44.2072,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
109,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.39856,215.264,52.0432,6,-56.9635,43.0365,0.12,0,5.89962,646.01,86.163,74,-55.8035,44.1965,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
110,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.37331,215.347,52.052,6,-56.8104,43.1896,0.12,0,5.93328,645.54,86.2026,74,-56.3489,43.6511,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
111,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.74362,214.851,51.9939,6,-56.8104,43.1896,0.12,0,5.53773,645.158,86.2472,74,-56.3489,43.6511,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
112,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.62579,214.398,51.958,6,-56.9127,43.0873,0.12,0,5.57981,644.859,86.2904,74,-56.2906,43.7094,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
113,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.42381,214.288,51.9583,6,-57.0131,42.9869,0.12,0,5.57981,644.581,86.3328,74,-56.2203,43.7797,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
114,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.39014,214.289,51.9646,6,-57.1118,42.8882,0.12,0,5.61347,644.231,86.374,74,-56.1416,43.8584,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
115,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.37331,214.238,51.9737,6,-56.5715,43.4285,0.12,0,5.68922,643.798,86.4133,74,-55.3,44.7,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
116,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.55846,214.535,51.9507,6,-56.5715,43.4285,0.12,0,6.13526,643.212,86.4458,74,-55.3,44.7,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
117,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.61738,214.644,51.9181,6,-56.857,43.143,0.12,0,6.11843,642.606,86.478,74,-55.2908,44.7092,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
118,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.44064,214.723,51.916,6,-57.1367,42.8633,0.12,0,6.13526,642.041,86.5094,74,-55.2826,44.7174,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
119,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.35648,214.864,51.928,6,-57.4109,42.5891,0.12,0,6.00902,641.537,86.5419,74,-55.2734,44.7266,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
120,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.07875,215.182,51.986,6,-59.0806,40.9194,0.12,0,6.02586,641.058,86.5737,74,-55.8064,44.1936,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
121,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.17133,215.082,52.0278,6,-59.0806,40.9194,0.12,0,6.00061,640.571,86.6053,74,-55.8064,44.1936,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
122,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.07034,215.156,52.0854,6,-59.2823,40.7177,0.12,0,5.97536,640.075,86.6367,74,-55.8374,44.1626,1.48,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
123,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.80102,235.789,55.3607,5,-59.1131,40.8869,0.1,0,6.06794,632.494,85.995,75,-55.7688,44.2312,1.5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
124,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.67478,236.239,55.4,5,-59.3018,40.6982,0.1,0,6.01744,631.956,86.0313,75,-55.7907,44.2093,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
125,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.64112,236.679,55.4452,5,-59.4843,40.5157,0.1,0,5.95011,631.422,86.068,75,-55.8087,44.1913,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
126,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.48122,237.234,55.52,5,-59.6607,40.3393,0.1,0,5.79021,630.975,86.106,75,-55.8243,44.1757,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
127,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.49805,237.767,55.5905,5,-59.8312,40.1688,0.1,0,5.67238,630.576,86.145,75,-55.8398,44.1602,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
128,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.49805,238.067,55.6598,5,-59.9958,40.0042,0.1,0,5.68922,630.197,86.1831,75,-55.8581,44.1419,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
129,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.64954,238.168,55.7,5,-60.1548,39.8452,0.1,0,5.7313,629.826,86.2201,75,-55.88,44.12,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
130,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.32131,238.287,55.8,5,-60.3082,39.6918,0.1,0,5.76496,629.374,86.2561,75,-55.8977,44.1023,1.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
131,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.35498,209.116,51.2519,4,-60.0677,39.9323,0.08,0,5.74813,625.337,86.136,76,-55.8389,44.1611,1.52,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
132,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.38022,208.972,51.3111,4,-60.1721,39.8279,0.08,0,5.6808,624.905,86.1741,76,-55.8465,44.1535,1.52,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
133,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.17824,208.954,51.4148,4,-60.2698,39.7302,0.08,0,5.6303,624.506,86.2121,76,-55.8492,44.1508,1.52,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
134,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.08566,216.961,48.599,3,-60.2172,39.7828,0.06,0,5.63872,624.106,86.2495,76,-55.846,44.154,1.52,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
135,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.03517,216.922,48.6766,3,-61.1466,38.8534,0.06,0,5.86595,617.93,85.9508,77,-55.8208,44.1792,1.54,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
136,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.11933,216.135,48.7284,3,-61.1466,38.8534,0.06,0,5.64714,617.388,85.9903,77,-55.8208,44.1792,1.54,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
137,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.09408,215.595,48.7868,3,-61.4788,38.5212,0.06,0,5.6303,616.988,86.0294,77,-55.79,44.21,1.54,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
138,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.00992,247.759,51.2628,2,-61.1712,38.8288,0.04,0,5.67238,610.579,85.5292,78,-55.6684,44.3316,1.56,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
139,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.06883,247.003,51.1558,2,-61.4943,38.5057,0.04,0,5.7313,610.081,85.5708,78,-55.5805,44.4195,1.56,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
140,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.698528,247.102,51.2086,2,-62.5548,37.4452,0.04,0,5.80704,609.554,85.611,78,-55.4494,44.5506,1.56,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
141,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.88368,247.041,51.1821,2,-62.5548,37.4452,0.04,0,6.02586,608.892,85.6482,78,-55.4494,44.5506,1.56,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
142,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.824768,246.889,51.1809,2,-62.6483,37.3517,0.04,0,6.13526,608.166,85.6837,78,-55.3475,44.6525,1.56,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
143,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.782688,75.7204,22.8521,1,-60.5117,39.4883,0.02,0,6.00902,605.096,85.6418,79,-55.2336,44.7664,1.58,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
144,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.732192,75.617,22.7832,1,-60.7987,39.2013,0.02,0,5.95011,604.596,85.6796,79,-55.1639,44.8361,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
145,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.908928,75.5165,22.5694,1,-62.7436,37.2564,0.02,0,5.95853,604.121,85.7169,79,-54.8542,45.1458,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
146,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.706944,75.5436,22.5241,1,-62.7436,37.2564,0.02,0,6.37091,603.354,85.7493,79,-54.8542,45.1458,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
147,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.12624,75.6447,22.9521,1,-63.2002,36.7998,0.02,0,6.37091,602.591,85.7813,79,-54.6775,45.3225,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
148,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,75.6447,23.4762,1,-63.6459,36.3541,0.02,0,6.49715,601.838,85.8115,79,-54.4886,45.5114,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
149,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,75.6447,23.9932,1,-64.0812,35.9188,0.02,0,8.85363,600.222,85.8174,79,-54.2895,45.7105,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,75.6447,24.5034,1,-64.5066,35.4934,0.02,0,12.5567,596.491,85.7858,79,-54.0856,45.9144,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
151,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,75.6447,25.0067,1,-64.9223,35.0777,0.02,0,12.6997,592.849,85.7532,79,-53.9242,46.0758,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
152,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,75.6447,25.5033,1,-65.3288,34.6712,0.02,0,12.9017,589.327,85.7191,79,-54.0297,45.9703,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
153,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.2765,578.167,84.9062,80,-54.1299,45.8701,1.6,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
154,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,573.139,84.835,80,-54.1836,45.8164,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
155,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4716,568.387,84.765,80,-54.2168,45.7832,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
156,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,563.879,84.6957,80,-54.2409,45.7591,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
157,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4716,559.597,84.6275,80,-54.2645,45.7355,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
158,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,555.524,84.56,80,-54.29,45.71,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
159,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,551.635,84.4933,80,-54.3642,45.6358,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
160,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,547.923,84.4273,80,-54.4256,45.5744,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
161,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,544.38,84.3623,80,-54.4786,45.5214,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
162,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,540.987,84.298,80,-54.5284,45.4716,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
163,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,537.736,84.2345,80,-54.5796,45.4204,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
164,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,534.619,84.1718,80,-54.6418,45.3582,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
165,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,531.631,84.11,80,-54.7385,45.2615,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
166,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,528.756,84.0489,80,-54.8762,45.1238,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
167,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,525.989,83.9883,80,-55.0326,44.9674,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
168,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,523.324,83.9285,80,-55.1847,44.8153,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
169,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,520.758,83.8694,80,-55.3251,44.6749,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
170,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,518.284,83.8111,80,-55.4633,44.5367,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
171,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4884,515.897,83.7535,80,-55.4633,44.5367,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
172,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,513.591,83.6966,80,-55.3848,44.6152,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
173,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.48,511.368,83.6404,80,-55.3325,44.6675,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
174,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.4969,509.214,83.5848,80,-55.2813,44.7187,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
175,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,507.128,83.5297,80,-55.434,44.566,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
176,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.5053,505.11,83.4752,80,-55.434,44.566,1.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
